Date,ALGN,AOS,CHDN,DAR,EMN,FSLR,GATX,ITT,JBL,LEA,LKQ,MAS,MAT,NDSN,NOV,OGE,PNR,R,RLI,RPM,SAIC,SWK,TAP,TFX,UHS,WCC,WHR,WTRG,ZBRA
2015-01-05,0.013959072823780313,-0.017652153499518635,-0.004072293608088473,0.004943715257770103,-0.03512869498932239,-0.06299830756352788,-0.034291145055890176,-0.06407705231703725,-0.016321414323667238,-0.033338303279506716,-0.012314511517469312,-0.017342821550759623,-0.0003283311854904673,-0.03313053131091614,-0.0467307889239863,-0.012141895258777182,-0.04164694750212605,-0.0326020201675317,-0.011846452550813836,-0.020060999619711768,-0.002629520725619079,-0.021580482345217856,-0.006111138284301427,-0.02222522298555089,-0.020668018797781164,-0.028794331790995508,-0.02083646857196446,-0.019564262299202613,-0.014177306993903946
2015-01-06,0.00803917427596409,-0.008210562395625757,-0.017987363008448925,-0.008253120681045134,-0.004207174321926664,-0.023462224900719714,-0.020345461312670357,-0.02131704026922119,-0.01182337675209044,-0.00327889013584313,-0.0180185874834162,-0.0012211233117231752,-0.021570404326812412,-0.013164730913587719,-0.012396827903116294,-0.014018279351499545,-0.0086363540901467,-0.011032436591561176,-0.013682926859280313,-0.0054859059825128715,-0.004059459877704316,-0.010054129484364651,-0.004779178481201986,-0.014010132107500744,0.00036806137559146227,-0.01663761397369857,-0.008287075816703439,0.0011391831805092829,-0.007230629442311679
2015-01-07,0.036237068942793764,0.007301990081455007,0.02312866409707283,-0.019526443426030594,-0.006412516494352207,0.021547846969758592,-0.009403578432805317,0.014173131502108244,0.018850898650405703,0.01524654002533386,0.01400160757253861,0.015013774786251977,0.003349096232228004,-0.010495447176756564,0.0009715893201572155,0.01411910012035058,0.007541026817564505,0.005193550870091287,0.003596904320590329,-0.0808068524229717,0.0026402027474859884,0.017052597780177463,0.03152644999367318,0.00783730667736896,0.0294497751428565,-0.007730431016506823,0.02325178421173083,0.009067046279492537,0.025146270311932784
2015-01-08,0.030908979970056292,0.025676541796750676,0.013160978203580155,0.004496911674659321,0.03046479375828647,0.044045560319864334,0.013250073452417967,0.012665300165997883,0.025807711995596963,0.015531243415835116,0.010555197241782551,0.03909663925585673,0.0023374895708299665,0.018760041292823163,0.029343679064174948,0.0127938216945742,0.025650426013570593,0.023703706448110488,0.01613086770642273,0.0404926938770083,-0.00020260631972348595,0.018842867569120778,0.030433897685859107,0.005191149886439796,0.010216419632940418,0.008143016827296762,0.025469973241638015,0.0063727244714561065,0.02113377253882861
2015-01-09,0.01838470101248384,-0.016083112806431005,-0.004438340631669751,-0.018110268226831087,-0.011752203529871287,0.012979794727996985,-0.011029898632659239,-0.014525738831189324,-0.010518853527267138,-0.01647121282537211,-0.008362203641856011,-0.01718796074561693,-0.02979221080572536,-0.015518996462130875,-0.027888321158824406,-0.02778378427132512,-0.006581355910970237,-0.017641023959891797,-0.01444342358305867,-0.017432433096186067,-0.0010150609347802846,-0.019054369631727328,-0.0019315878023548824,-0.003397556120823732,-0.0025664271977127407,-0.012587918209875903,0.002029693700522931,-0.0063727244714560155,0.0145075540361801
2015-01-12,0.009383708424306409,0.0039555044260070555,-0.004777441557029031,-0.018444308906571467,-0.025303770747772826,-0.031485971965761805,-0.015460544336900335,-0.00613722232348293,-0.01249156122075521,-0.007127553082721142,-0.018051620452989345,-0.007514437318764555,-0.006550722131679314,-0.010980653567778711,-0.054461895286855286,-0.012273721847434157,-0.0075532437228939125,-0.013523054798064286,0.0037885604151282892,-0.006971632871646429,-0.0022362954228483923,-0.00636211412290102,-0.008024117983338973,-0.007101861765385154,-0.060358873207327704,-0.015147126917439817,0.008733686179619803,-0.00679276154276263,0.0014888680563532968
2015-01-13,-0.00826577022677899,-0.004315857712042874,0.004671360357878318,0.02697433607282145,-0.011641379751734175,-0.0028057709614904836,0.0065482594605445225,-0.005098570347107431,-0.00466619204020832,0.014205343009104117,-0.010087770394913197,-0.01762153779596809,-0.022386253715715853,0.0023144144554493404,-0.010809278134710438,-0.0035345108941710556,0.0057085086084234125,0.003963270682015236,0.026325486974425848,0.0041447531296952165,0.047375504501520935,-0.005760441170610693,-0.01031775316494002,0.0018024634430240023,9.408353547707326e-05,-0.02041608787846967,-0.008023498261758001,0.007168485283206497,0.02304020056933555
2015-01-14,-0.025706695900109152,-0.002525866184789164,0.009487826693622857,0.0,-0.013472190004284554,-0.010118931287318085,0.007432685439608368,-0.016274067720684588,-0.011762479701326033,-0.017577651257076506,-0.015897454329073354,-0.01219553457811703,-0.011384102848608595,-0.0038148708515623837,-0.0031101624299130913,0.002357698355648326,0.0047580080646100675,-0.010565165768919216,-0.010075369338489954,0.001523166971907112,-0.0013673731484728662,0.00128314010323269,-0.015746436155509597,-0.000269872980977018,-0.018427323381317903,-0.03165136596479092,0.0069673731788441415,0.006371014180730582,-0.015998357027218926
2015-01-15,-0.023698188750182283,-0.020442664940801263,0.004501353251654633,-0.004540298618286935,-0.013941878986735535,-0.05144266054618104,-0.017177583494943454,-0.02575972038827858,-0.024432312980619597,-0.014244893680181584,-0.036127358033056604,-0.02862641662716436,-0.019874246128518885,-0.014576838160682582,-0.017455165801553423,0.012579001090589724,-0.005373323039879726,-0.006990900511114789,-0.014151745727423495,-0.011368888171003401,0.007789697598949478,-0.020074189331232183,-0.005617376151024653,-0.004604463061345233,0.012858845641181933,-0.020606767956500942,-0.016589622511092826,-0.001869435780988985,0.0006152904225385036
2015-01-16,-0.046512079994659276,0.00789784899562158,0.017908557973898447,-0.001138330123549833,0.018030622280849725,0.013847930636267053,0.0071311470664121,0.011715687771906881,0.021588912666591013,0.017932536685485934,0.01374986268801127,0.01710820228680596,0.01521228861823892,0.0046986599628555895,0.02589866456573024,0.018148029743072246,-0.0074165642123152084,0.01585961703777321,0.02094835345010062,0.010498835950080733,-0.0009705569853582092,0.0010896717728983338,0.006550692493752703,-0.0022647982940943332,0.023939877692379482,0.011634314881245751,0.023709495627994136,0.017804371357711114,0.019855757486142496
