Date,AAPL,AMZN,BRK-B,GOOGL,HD,JNJ,JPM,META,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2015-01-05,-0.028576069009271964,-0.02073069374229033,-0.01465399611215,-0.019237962705330403,-0.021203270858490685,-0.007008459284147315,-0.03153664863442976,-0.01619135874056047,-0.009238270868281728,-0.017034410925142452,-0.004766054294420562,-0.042950328828715974,-0.016608340989411278,-0.02232093384473912,-0.027742853808103277
2015-01-06,9.393901888163494e-05,-0.02309805250552857,-0.0010890530895567628,-0.024988908182983577,-0.0030665430053535138,-0.004925938378880032,-0.026271601024245667,-0.013565010628499906,-0.014786164204862407,-0.030787275915337645,-0.004565305502718344,0.005648255842151179,-0.0020199534378302565,-0.00646475071987825,-0.005330618318331651
2015-01-07,0.013924892376441391,0.010543956937772861,0.013797111441782505,-0.002945417910548161,0.0337004097253148,0.021835692828939254,0.0015247987806694607,0.0,0.01262552104016241,-0.002608714115054681,0.005231386304777125,-0.0015631517125408972,0.010158725804070122,0.013309426537073874,0.010081752567717562
2015-01-08,0.037702592749617674,0.006812759380520335,0.01658649338604599,0.003478223109042029,0.02188283376372237,0.007832162654309686,0.022100446600561482,0.02630878699624033,0.02899356816545489,0.0369270072095373,0.011371213130494252,-0.00156553106269541,0.046629178854283485,0.013322994731003462,0.016507211790518384
2015-01-09,0.0010717710269585652,-0.011818170381278284,-0.012631426552407841,-0.012286491709906606,-0.017296265343470594,-0.013723068343510681,-0.017539603639897667,-0.00564397034732751,-0.008440662505229679,0.004020320143140323,-0.009374462322691493,-0.01898062692006783,-0.009404035820276288,-0.014934012504029131,-0.0014102692851678071
2015-01-12,-0.02494895161387571,-0.018765211590182393,-0.007993341914488049,-0.007336286796555888,-0.004491021858833695,-0.00343617620574643,-0.008631859257447985,-0.013207332254864182,-0.012581496413319536,-0.012616986603778146,-0.0036631365815212986,-0.021768130883067914,-0.011344600802545351,-0.0019594132659995094,-0.01940543010760066
2015-01-13,0.008839274041951804,0.011362407445480715,0.0023576589628235647,0.009490879997097475,-0.00662967370624077,0.0017198640480202902,0.00016994968313250808,-0.003525661700632083,-0.005163433937970134,-0.0015247564728370093,0.0042168366710624485,0.010037948528329803,0.005057761284266432,0.0029182631159183903,-0.003659790791089981
2015-01-14,-0.003817824294495513,-0.004999968410075042,-0.005464662107970524,0.00819661725887412,-0.010564059259624286,-0.007281531119575077,-0.0351096367643815,-0.0022262252861557823,-0.008665382959899413,0.004060694215228262,-0.0034385013122297733,-0.05826208511535263,0.002519498564955896,-0.020219709869990436,-0.0028931881232071625
2015-01-15,-0.027515197614104873,-0.021785701035730624,-0.0016249528675441182,-0.0038021901761416295,-0.016008153241516845,-0.014625734858097863,-0.03256086084492018,-0.02967012463793468,-0.010498699195733109,-0.007117389922771403,-0.0014456445358417395,-0.0042646091303445875,0.010876884473345857,-0.00955388383738852,-0.008729641612111245
2015-01-16,-0.007800566912609649,0.013121402610751216,0.010984340611002076,0.012716188654885966,0.0303247765852672,0.015010695570067775,0.01694951737797765,0.015144693648045505,0.01657223554123785,0.018200827090287305,0.015349842286226234,0.006234752215779189,0.012461955325690546,0.007164203407231847,0.023989997116274437
2015-01-20,0.025430920032982585,-0.004481346448052067,-0.0038947256354873927,-0.0010193835355352967,-0.008390736150400242,-0.026788126144165734,-0.003941400608113088,0.014001034745047563,0.003238566192699535,0.003001460867117608,-0.0006576951898445778,-0.005922112022732375,-0.0014190061284341546,0.007385902613852908,-0.00032873097794422024
2015-01-21,0.007605356773174975,0.0266255183222718,-0.009803751278166335,0.020285554989940873,0.0027080286414133273,0.006004249525040354,0.003225668683650146,0.006536875250422544,-0.010182951493813016,0.013889143432736733,0.0020299614417544644,0.023887916243012904,0.034431785802814016,0.00171159378148289,0.008526042236519392
2015-01-22,0.025683023636639282,0.04303046145131587,0.01997847604511422,0.031978116131368056,0.0242378251124036,0.018088659690517112,0.02996353571309546,0.01178834359911957,0.026008776256354203,0.017094516422326917,0.00976169505573301,0.025366093948943954,0.040602640412542405,0.001242940479179765,0.0108261237912196
2015-01-23,0.005146907954896624,0.006648407611927956,-0.006883435586785749,0.00861710788609779,-0.006621263242281291,-0.015148591563141182,-0.01592754413487905,0.0023154529436193263,0.0010606087454133424,0.00290179542821394,-0.016951545279300838,-0.0016380356186696048,-0.01638308123629041,0.0026753514887272152,-0.02155022169383109
2015-01-26,0.0010614362044043804,-0.008777508890486037,0.003881952846660806,-0.009697039282226014,0.009351759710541398,0.0005867318727387609,0.0015869870240436629,-0.004249001657400537,-0.003609674262352004,-0.0043560378443573715,-0.005565866284870029,0.025795883487268887,-0.003488175409853203,-0.006837862513525717,0.009526519480894998
2015-01-27,-0.03564096858284052,-0.009441849857626305,-0.013788704187556471,-0.02936199712765691,-0.011346889448408094,-0.0016640373840902426,-0.010091334055826523,-0.022443598704209745,-0.09709909900293888,-0.04920241134390617,-0.03510312623919062,-0.002763444831417415,-0.014439765991618204,-0.021832428140745888,-0.008866833798993393
2015-01-28,0.05499299391433595,-0.009301429174865683,-0.019629226418641687,-0.016950482905443917,-0.004001762796120707,-0.005992732163535697,-0.026139909636094926,0.0060519285684489795,-0.03506606484177628,-0.01643583360382144,-0.015614609238450294,-0.03261671754106088,-0.01418948763020703,-0.018618913856712896,-0.033541331482864666
2015-01-29,0.030658428702156685,0.025566165189589755,0.010375566662201208,0.0015598817214829005,0.02712543262676455,0.0088295085464283,0.01666431452012713,0.022822412140199713,0.019712075732290602,0.024048361288343065,0.006088049387930057,0.028822750890941436,0.008537864262663753,0.006634845355968321,-0.004215707791874002
2015-01-30,-0.01474245328355822,0.12849514892877184,-0.01640277746646024,0.04629763941703367,-0.030185284831797655,-0.0221220824403493,-0.02344493857241482,-0.027160118504006698,-0.039077345234954375,-0.029761120835953878,-0.016239282399845057,-0.007827891211321799,-0.02912481344117317,0.027481665424895243,-0.001828793852757027
2015-02-02,0.012468908706457078,0.027651261355507578,0.019406004472231685,-0.010002394485015728,9.563334967606634e-05,0.006866755130482774,0.019845862636908917,-0.012193806384582681,0.021548362297640844,0.021639130537914365,0.009798791605793236,0.03541650455001054,0.009740836484733811,0.0016853304476833826,0.02440825703268098
2015-02-03,0.00016848315253745593,-0.002527378513748023,0.010575636610190982,0.00206473076403127,0.02655228989940475,0.016036253599283557,0.022284959339378282,0.00545253312911656,0.007721839195257011,0.024667700006928802,0.009703584661864875,0.03457130456060133,0.004835109088673566,0.017277686253197314,0.029370061809989724
2015-02-04,0.0076406141585096095,0.0032953190647652506,-0.005138234056519128,-0.013592608192369352,0.010851065633997403,-0.010793683912678162,-0.006012790919072871,0.0030456396747345197,0.005752445674037791,0.0024834724144838353,-0.0018632340396592814,0.0008697468597585222,0.0010193903099116124,0.01944125999435228,-0.008600660038387054
